acct_id,pro,player_name
4735ce9132924caf8a5b17789b40f79c,yes,Ninja
a1df8b5b8a724bf480f636df922e3d50,yes,Bugha
8a3a179679194354b1eae7e3a4620ded,yes,LazarLazar
d44eaa65d78c444abccc7129a0a06a79,yes,Cloak
